id,essay_set,essay_weight,essay_score,Usage
12939,5,1,0,PublicTest
12940,5,1,1,PublicTest
12941,5,1,0,PublicTest
12942,5,1,0,PublicTest
12943,5,1,0,PublicTest
12944,5,1,0,PublicTest
12945,5,1,0,PublicTest
12946,5,1,0,PublicTest
12947,5,1,1,PublicTest
12948,5,1,0,PublicTest
12949,5,1,0,PublicTest
12950,5,1,0,PublicTest
12951,5,1,0,PublicTest
12952,5,1,0,PublicTest
12953,5,1,0,PublicTest
12954,5,1,0,PublicTest
12955,5,1,0,PublicTest
12956,5,1,0,PublicTest
12957,5,1,0,PublicTest
12958,5,1,0,PublicTest
12959,5,1,0,PublicTest
12960,5,1,1,PublicTest
12961,5,1,0,PublicTest
12962,5,1,0,PublicTest
12963,5,1,0,PublicTest
12964,5,1,0,PublicTest
12965,5,1,0,PublicTest
12966,5,1,0,PublicTest
12967,5,1,0,PublicTest
12968,5,1,0,PublicTest
12969,5,1,0,PublicTest
12970,5,1,0,PublicTest
12971,5,1,0,PublicTest
12972,5,1,0,PublicTest
12973,5,1,0,PublicTest
12974,5,1,1,PublicTest
12975,5,1,0,PublicTest
12976,5,1,0,PublicTest
12977,5,1,0,PublicTest
12978,5,1,0,PublicTest
12979,5,1,0,PublicTest
12980,5,1,0,PublicTest
12981,5,1,0,PublicTest
12982,5,1,0,PublicTest
12983,5,1,0,PublicTest
12984,5,1,0,PublicTest
12985,5,1,0,PublicTest
12986,5,1,0,PublicTest
12987,5,1,0,PublicTest
12988,5,1,1,PublicTest
12989,5,1,0,PublicTest
12990,5,1,0,PublicTest
12991,5,1,0,PublicTest
12992,5,1,0,PublicTest
12993,5,1,0,PublicTest
12994,5,1,1,PublicTest
12995,5,1,0,PublicTest
12996,5,1,1,PublicTest
12997,5,1,0,PublicTest
12998,5,1,0,PublicTest
12999,5,1,1,PublicTest
13000,5,1,0,PublicTest
13001,5,1,0,PublicTest
13002,5,1,0,PublicTest
13003,5,1,0,PublicTest
13004,5,1,1,PublicTest
13005,5,1,0,PublicTest
13006,5,1,0,PublicTest
13007,5,1,0,PublicTest
13008,5,1,0,PublicTest
13009,5,1,2,PublicTest
13010,5,1,0,PublicTest
13011,5,1,0,PublicTest
13012,5,1,1,PublicTest
13013,5,1,0,PublicTest
13014,5,1,2,PublicTest
13015,5,1,2,PublicTest
13016,5,1,0,PublicTest
13017,5,1,0,PublicTest
13018,5,1,3,PublicTest
13019,5,1,0,PublicTest
13020,5,1,0,PublicTest
13021,5,1,0,PublicTest
13022,5,1,0,PublicTest
13023,5,1,0,PublicTest
13024,5,1,0,PublicTest
13025,5,1,0,PublicTest
13026,5,1,0,PublicTest
13027,5,1,0,PublicTest
13028,5,1,0,PublicTest
13029,5,1,1,PublicTest
13030,5,1,0,PublicTest
13031,5,1,2,PublicTest
13032,5,1,0,PublicTest
13033,5,1,0,PublicTest
13034,5,1,0,PublicTest
13035,5,1,0,PublicTest
13036,5,1,1,PublicTest
13037,5,1,0,PublicTest
13038,5,1,0,PublicTest
13039,5,1,0,PublicTest
13040,5,1,2,PublicTest
13041,5,1,2,PublicTest
13042,5,1,0,PublicTest
13043,5,1,0,PublicTest
13044,5,1,1,PublicTest
13045,5,1,0,PublicTest
13046,5,1,0,PublicTest
13047,5,1,0,PublicTest
13048,5,1,0,PublicTest
13049,5,1,1,PublicTest
13050,5,1,1,PublicTest
13051,5,1,0,PublicTest
13052,5,1,0,PublicTest
13053,5,1,0,PublicTest
13054,5,1,0,PublicTest
13055,5,1,1,PublicTest
13056,5,1,0,PublicTest
13057,5,1,0,PublicTest
13058,5,1,0,PublicTest
13059,5,1,0,PublicTest
13060,5,1,0,PublicTest
13061,5,1,0,PublicTest
13062,5,1,0,PublicTest
13063,5,1,1,PublicTest
13064,5,1,0,PublicTest
13065,5,1,0,PublicTest
13066,5,1,0,PublicTest
13067,5,1,0,PublicTest
13068,5,1,0,PublicTest
13069,5,1,0,PublicTest
13070,5,1,1,PublicTest
13071,5,1,0,PublicTest
13072,5,1,0,PublicTest
13073,5,1,0,PublicTest
13074,5,1,0,PublicTest
13075,5,1,0,PublicTest
13076,5,1,0,PublicTest
13077,5,1,1,PublicTest
13078,5,1,2,PublicTest
13079,5,1,0,PublicTest
13080,5,1,0,PublicTest
13081,5,1,0,PublicTest
13082,5,1,0,PublicTest
13083,5,1,0,PublicTest
13084,5,1,1,PublicTest
13085,5,1,0,PublicTest
13086,5,1,0,PublicTest
13087,5,1,0,PublicTest
13088,5,1,0,PublicTest
13089,5,1,0,PublicTest
13090,5,1,0,PublicTest
13091,5,1,0,PublicTest
13092,5,1,0,PublicTest
13093,5,1,0,PublicTest
13094,5,1,0,PublicTest
13095,5,1,0,PublicTest
13096,5,1,1,PublicTest
13097,5,1,0,PublicTest
13098,5,1,0,PublicTest
13099,5,1,0,PublicTest
13100,5,1,0,PublicTest
13101,5,1,0,PublicTest
13102,5,1,0,PublicTest
13103,5,1,0,PublicTest
13104,5,1,0,PublicTest
13105,5,1,1,PublicTest
13106,5,1,0,PublicTest
13107,5,1,0,PublicTest
13108,5,1,0,PublicTest
13109,5,1,1,PublicTest
13110,5,1,0,PublicTest
13111,5,1,0,PublicTest
13112,5,1,0,PublicTest
13113,5,1,0,PublicTest
13114,5,1,0,PublicTest
13115,5,1,0,PublicTest
13116,5,1,0,PublicTest
13117,5,1,3,PublicTest
13118,5,1,0,PublicTest
13119,5,1,0,PublicTest
13120,5,1,0,PublicTest
13121,5,1,0,PublicTest
13122,5,1,1,PublicTest
13123,5,1,0,PublicTest
13124,5,1,0,PublicTest
13125,5,1,0,PublicTest
13126,5,1,0,PublicTest
13127,5,1,1,PublicTest
13128,5,1,0,PublicTest
13129,5,1,0,PublicTest
13130,5,1,0,PublicTest
13131,5,1,0,PublicTest
13132,5,1,0,PublicTest
13133,5,1,0,PublicTest
13134,5,1,0,PublicTest
13135,5,1,0,PublicTest
13136,5,1,1,PublicTest
13137,5,1,2,PublicTest
13138,5,1,0,PublicTest
13139,5,1,0,PublicTest
13140,5,1,3,PublicTest
13141,5,1,0,PublicTest
13142,5,1,0,PublicTest
13143,5,1,0,PublicTest
13144,5,1,0,PublicTest
13145,5,1,0,PublicTest
13146,5,1,0,PublicTest
13147,5,1,0,PublicTest
13148,5,1,0,PublicTest
13149,5,1,0,PublicTest
13150,5,1,0,PublicTest
13151,5,1,2,PublicTest
13152,5,1,0,PublicTest
13153,5,1,0,PublicTest
13154,5,1,0,PublicTest
13155,5,1,3,PublicTest
13156,5,1,0,PublicTest
13157,5,1,1,PublicTest
13158,5,1,0,PublicTest
13159,5,1,1,PublicTest
13160,5,1,0,PublicTest
13161,5,1,0,PublicTest
13162,5,1,0,PublicTest
13163,5,1,0,PublicTest
13164,5,1,0,PublicTest
13165,5,1,0,PublicTest
13166,5,1,0,PublicTest
13167,5,1,1,PublicTest
13168,5,1,0,PublicTest
13169,5,1,0,PublicTest
13170,5,1,1,PublicTest
13171,5,1,1,PublicTest
13172,5,1,1,PublicTest
13173,5,1,1,PublicTest
13174,5,1,1,PublicTest
13175,5,1,0,PublicTest
13176,5,1,0,PublicTest
13177,5,1,0,PublicTest
13178,5,1,0,PublicTest
13179,5,1,0,PublicTest
13180,5,1,0,PublicTest
13181,5,1,0,PublicTest
13182,5,1,1,PublicTest
13183,5,1,0,PublicTest
13184,5,1,0,PublicTest
13185,5,1,1,PublicTest
13186,5,1,0,PublicTest
13187,5,1,0,PublicTest
13188,5,1,0,PublicTest
13189,5,1,0,PublicTest
13190,5,1,0,PublicTest
13191,5,1,1,PublicTest
13192,5,1,0,PublicTest
13193,5,1,0,PublicTest
13194,5,1,0,PublicTest
13195,5,1,3,PublicTest
13196,5,1,0,PublicTest
13197,5,1,0,PublicTest
13198,5,1,0,PublicTest
13199,5,1,0,PublicTest
13200,5,1,0,PublicTest
13201,5,1,0,PublicTest
13202,5,1,0,PublicTest
13203,5,1,0,PublicTest
13204,5,1,0,PublicTest
13205,5,1,0,PublicTest
13206,5,1,0,PublicTest
13207,5,1,2,PublicTest
13208,5,1,0,PublicTest
13209,5,1,0,PublicTest
13210,5,1,0,PublicTest
13211,5,1,0,PublicTest
13212,5,1,0,PublicTest
13213,5,1,0,PublicTest
13214,5,1,1,PublicTest
13215,5,1,0,PublicTest
13216,5,1,1,PublicTest
13217,5,1,0,PublicTest
13218,5,1,1,PublicTest
13219,5,1,0,PublicTest
13220,5,1,0,PublicTest
13221,5,1,0,PublicTest
13222,5,1,0,PublicTest
13223,5,1,0,PublicTest
13224,5,1,0,PublicTest
13225,5,1,0,PublicTest
13226,5,1,0,PublicTest
13227,5,1,0,PublicTest
13228,5,1,1,PublicTest
13229,5,1,0,PublicTest
13230,5,1,1,PublicTest
13231,5,1,0,PublicTest
13232,5,1,0,PublicTest
13233,5,1,0,PublicTest
13234,5,1,2,PublicTest
13235,5,1,1,PublicTest
13236,5,1,3,PublicTest
13237,5,1,0,PublicTest
13238,5,1,0,PublicTest
13239,5,1,1,PublicTest
13240,5,1,1,PublicTest
13241,5,1,0,PublicTest
13242,5,1,0,PublicTest
13243,5,1,0,PublicTest
13244,5,1,1,PublicTest
13245,5,1,1,PublicTest
13246,5,1,0,PublicTest
13247,5,1,0,PublicTest
13248,5,1,0,PublicTest
13249,5,1,0,PublicTest
13250,5,1,2,PublicTest
13251,5,1,1,PublicTest
13252,5,1,3,PublicTest
13253,5,1,0,PublicTest
13254,5,1,0,PublicTest
13255,5,1,0,PublicTest
13256,5,1,0,PublicTest
13257,5,1,0,PublicTest
13258,5,1,0,PublicTest
13259,5,1,0,PublicTest
13260,5,1,0,PublicTest
13261,5,1,0,PublicTest
13262,5,1,0,PublicTest
13263,5,1,1,PublicTest
13264,5,1,0,PublicTest
13265,5,1,0,PublicTest
13266,5,1,1,PublicTest
13267,5,1,0,PublicTest
13268,5,1,0,PublicTest
13269,5,1,0,PublicTest
13270,5,1,0,PublicTest
13271,5,1,0,PublicTest
13272,5,1,0,PublicTest
13273,5,1,1,PublicTest
13274,5,1,0,PublicTest
13275,5,1,0,PublicTest
13276,5,1,0,PublicTest
13277,5,1,0,PublicTest
13278,5,1,1,PublicTest
13279,5,1,1,PublicTest
13280,5,1,0,PublicTest
13281,5,1,1,PublicTest
13282,5,1,0,PublicTest
13283,5,1,0,PublicTest
13284,5,1,0,PublicTest
13285,5,1,0,PublicTest
13286,5,1,0,PublicTest
13287,5,1,0,PublicTest
13288,5,1,0,PublicTest
13289,5,1,0,PublicTest
13290,5,1,0,PublicTest
13291,5,1,1,PublicTest
13292,5,1,0,PublicTest
13293,5,1,2,PublicTest
13294,5,1,0,PublicTest
13295,5,1,0,PublicTest
13296,5,1,0,PublicTest
13297,5,1,0,PublicTest
13298,5,1,0,PublicTest
13299,5,1,0,PublicTest
13300,5,1,3,PublicTest
13301,5,1,0,PublicTest
13302,5,1,0,PublicTest
13303,5,1,1,PublicTest
13304,5,1,2,PublicTest
13305,5,1,0,PublicTest
13306,5,1,0,PublicTest
13307,5,1,0,PublicTest
13308,5,1,0,PublicTest
13309,5,1,0,PublicTest
13310,5,1,0,PublicTest
13311,5,1,0,PublicTest
13312,5,1,0,PublicTest
13313,5,1,0,PublicTest
13314,5,1,1,PublicTest
13315,5,1,0,PublicTest
13316,5,1,0,PublicTest
13317,5,1,0,PublicTest
13318,5,1,0,PublicTest
13319,5,1,0,PublicTest
13320,5,1,0,PublicTest
13321,5,1,1,PublicTest
13322,5,1,0,PublicTest
13323,5,1,0,PublicTest
13324,5,1,0,PublicTest
13325,5,1,0,PublicTest
13326,5,1,0,PublicTest
13327,5,1,0,PublicTest
13328,5,1,0,PublicTest
13329,5,1,0,PublicTest
13330,5,1,0,PublicTest
13331,5,1,0,PublicTest
13332,5,1,2,PublicTest
13333,5,1,0,PublicTest
13334,5,1,1,PublicTest
13335,5,1,0,PublicTest
13336,5,1,1,PublicTest
13337,5,1,0,PublicTest
13338,5,1,1,PublicTest
13339,5,1,1,PublicTest
13340,5,1,0,PublicTest
13341,5,1,0,PublicTest
13342,5,1,0,PublicTest
13343,5,1,1,PublicTest
13344,5,1,0,PublicTest
13345,5,1,0,PublicTest
13346,5,1,0,PublicTest
13347,5,1,0,PublicTest
13348,5,1,0,PublicTest
13349,5,1,0,PublicTest
13350,5,1,0,PublicTest
13351,5,1,1,PublicTest
13352,5,1,0,PublicTest
13353,5,1,0,PublicTest
13354,5,1,0,PublicTest
13355,5,1,0,PublicTest
13356,5,1,0,PublicTest
13357,5,1,0,PublicTest
13358,5,1,0,PublicTest
13359,5,1,0,PublicTest
15756,6,1,0,PublicTest
15757,6,1,0,PublicTest
15758,6,1,1,PublicTest
15759,6,1,0,PublicTest
15760,6,1,1,PublicTest
15761,6,1,2,PublicTest
15762,6,1,3,PublicTest
15763,6,1,0,PublicTest
15764,6,1,0,PublicTest
15765,6,1,0,PublicTest
15766,6,1,0,PublicTest
15767,6,1,0,PublicTest
15768,6,1,0,PublicTest
15769,6,1,0,PublicTest
15770,6,1,0,PublicTest
15771,6,1,0,PublicTest
15772,6,1,0,PublicTest
15773,6,1,0,PublicTest
15774,6,1,0,PublicTest
15775,6,1,0,PublicTest
15776,6,1,0,PublicTest
15777,6,1,0,PublicTest
15778,6,1,1,PublicTest
15779,6,1,0,PublicTest
15780,6,1,0,PublicTest
15781,6,1,1,PublicTest
15782,6,1,0,PublicTest
15783,6,1,0,PublicTest
15784,6,1,0,PublicTest
15785,6,1,1,PublicTest
15786,6,1,0,PublicTest
15787,6,1,0,PublicTest
15788,6,1,0,PublicTest
15789,6,1,1,PublicTest
15790,6,1,0,PublicTest
15791,6,1,0,PublicTest
15792,6,1,0,PublicTest
15793,6,1,0,PublicTest
15794,6,1,0,PublicTest
15795,6,1,0,PublicTest
15796,6,1,0,PublicTest
15797,6,1,1,PublicTest
15798,6,1,0,PublicTest
15799,6,1,0,PublicTest
15800,6,1,0,PublicTest
15801,6,1,0,PublicTest
15802,6,1,0,PublicTest
15803,6,1,0,PublicTest
15804,6,1,0,PublicTest
15805,6,1,0,PublicTest
15806,6,1,0,PublicTest
15807,6,1,0,PublicTest
15808,6,1,0,PublicTest
15809,6,1,0,PublicTest
15810,6,1,0,PublicTest
15811,6,1,0,PublicTest
15812,6,1,0,PublicTest
15813,6,1,0,PublicTest
15814,6,1,2,PublicTest
15815,6,1,1,PublicTest
15816,6,1,0,PublicTest
15817,6,1,2,PublicTest
15818,6,1,0,PublicTest
15819,6,1,1,PublicTest
15820,6,1,2,PublicTest
15821,6,1,1,PublicTest
15822,6,1,0,PublicTest
15823,6,1,2,PublicTest
15824,6,1,0,PublicTest
15825,6,1,0,PublicTest
15826,6,1,0,PublicTest
15827,6,1,0,PublicTest
15828,6,1,3,PublicTest
15829,6,1,0,PublicTest
15830,6,1,0,PublicTest
15831,6,1,0,PublicTest
15832,6,1,2,PublicTest
15833,6,1,0,PublicTest
15834,6,1,0,PublicTest
15835,6,1,0,PublicTest
15836,6,1,0,PublicTest
15837,6,1,0,PublicTest
15838,6,1,0,PublicTest
15839,6,1,0,PublicTest
15840,6,1,0,PublicTest
15841,6,1,1,PublicTest
15842,6,1,1,PublicTest
15843,6,1,0,PublicTest
15844,6,1,0,PublicTest
15845,6,1,0,PublicTest
15846,6,1,0,PublicTest
15847,6,1,2,PublicTest
15848,6,1,0,PublicTest
15849,6,1,0,PublicTest
15850,6,1,0,PublicTest
15851,6,1,0,PublicTest
15852,6,1,1,PublicTest
15853,6,1,0,PublicTest
15854,6,1,0,PublicTest
15855,6,1,0,PublicTest
15856,6,1,1,PublicTest
15857,6,1,0,PublicTest
15858,6,1,0,PublicTest
15859,6,1,0,PublicTest
15860,6,1,0,PublicTest
15861,6,1,0,PublicTest
15862,6,1,3,PublicTest
15863,6,1,0,PublicTest
15864,6,1,0,PublicTest
15865,6,1,0,PublicTest
15866,6,1,0,PublicTest
15867,6,1,3,PublicTest
15868,6,1,0,PublicTest
15869,6,1,0,PublicTest
15870,6,1,0,PublicTest
15871,6,1,0,PublicTest
15872,6,1,0,PublicTest
15873,6,1,0,PublicTest
15874,6,1,0,PublicTest
15875,6,1,0,PublicTest
15876,6,1,0,PublicTest
15877,6,1,0,PublicTest
15878,6,1,1,PublicTest
15879,6,1,0,PublicTest
15880,6,1,0,PublicTest
15881,6,1,0,PublicTest
15882,6,1,0,PublicTest
15883,6,1,0,PublicTest
15884,6,1,0,PublicTest
15885,6,1,1,PublicTest
15886,6,1,0,PublicTest
15887,6,1,0,PublicTest
15888,6,1,0,PublicTest
15889,6,1,0,PublicTest
15890,6,1,0,PublicTest
15891,6,1,0,PublicTest
15892,6,1,0,PublicTest
15893,6,1,0,PublicTest
15894,6,1,0,PublicTest
15895,6,1,0,PublicTest
15896,6,1,0,PublicTest
15897,6,1,0,PublicTest
15898,6,1,0,PublicTest
15899,6,1,0,PublicTest
15900,6,1,0,PublicTest
15901,6,1,0,PublicTest
15902,6,1,1,PublicTest
15903,6,1,1,PublicTest
15904,6,1,0,PublicTest
15905,6,1,0,PublicTest
15906,6,1,0,PublicTest
15907,6,1,0,PublicTest
15908,6,1,0,PublicTest
15909,6,1,3,PublicTest
15910,6,1,0,PublicTest
15911,6,1,0,PublicTest
15912,6,1,0,PublicTest
15913,6,1,0,PublicTest
15914,6,1,0,PublicTest
15915,6,1,0,PublicTest
15916,6,1,0,PublicTest
15917,6,1,0,PublicTest
15918,6,1,2,PublicTest
15919,6,1,0,PublicTest
15920,6,1,0,PublicTest
15921,6,1,0,PublicTest
15922,6,1,0,PublicTest
15923,6,1,0,PublicTest
15924,6,1,0,PublicTest
15925,6,1,0,PublicTest
15926,6,1,2,PublicTest
15927,6,1,0,PublicTest
15928,6,1,0,PublicTest
15929,6,1,0,PublicTest
15930,6,1,2,PublicTest
15931,6,1,0,PublicTest
15932,6,1,1,PublicTest
15933,6,1,0,PublicTest
15934,6,1,0,PublicTest
15935,6,1,0,PublicTest
15936,6,1,0,PublicTest
15937,6,1,0,PublicTest
15938,6,1,1,PublicTest
15939,6,1,0,PublicTest
15940,6,1,1,PublicTest
15941,6,1,0,PublicTest
15942,6,1,0,PublicTest
15943,6,1,0,PublicTest
15944,6,1,0,PublicTest
15945,6,1,0,PublicTest
15946,6,1,0,PublicTest
15947,6,1,0,PublicTest
15948,6,1,0,PublicTest
15949,6,1,0,PublicTest
15950,6,1,0,PublicTest
15951,6,1,0,PublicTest
15952,6,1,0,PublicTest
15953,6,1,0,PublicTest
15954,6,1,0,PublicTest
15955,6,1,0,PublicTest
15956,6,1,3,PublicTest
15957,6,1,0,PublicTest
15958,6,1,0,PublicTest
15959,6,1,0,PublicTest
15960,6,1,0,PublicTest
15961,6,1,0,PublicTest
15962,6,1,0,PublicTest
15963,6,1,0,PublicTest
15964,6,1,0,PublicTest
15965,6,1,1,PublicTest
15966,6,1,0,PublicTest
15967,6,1,0,PublicTest
15968,6,1,0,PublicTest
15969,6,1,1,PublicTest
15970,6,1,1,PublicTest
15971,6,1,0,PublicTest
15972,6,1,0,PublicTest
15973,6,1,0,PublicTest
15974,6,1,0,PublicTest
15975,6,1,0,PublicTest
15976,6,1,0,PublicTest
15977,6,1,0,PublicTest
15978,6,1,1,PublicTest
15979,6,1,0,PublicTest
15980,6,1,0,PublicTest
15981,6,1,0,PublicTest
15982,6,1,0,PublicTest
15983,6,1,0,PublicTest
15984,6,1,0,PublicTest
15985,6,1,1,PublicTest
15986,6,1,0,PublicTest
15987,6,1,0,PublicTest
15988,6,1,0,PublicTest
15989,6,1,0,PublicTest
15990,6,1,0,PublicTest
15991,6,1,0,PublicTest
15992,6,1,0,PublicTest
15993,6,1,0,PublicTest
15994,6,1,0,PublicTest
15995,6,1,0,PublicTest
15996,6,1,2,PublicTest
15997,6,1,0,PublicTest
15998,6,1,0,PublicTest
15999,6,1,1,PublicTest
16000,6,1,0,PublicTest
16001,6,1,0,PublicTest
16002,6,1,0,PublicTest
16003,6,1,0,PublicTest
16004,6,1,0,PublicTest
16005,6,1,0,PublicTest
16006,6,1,0,PublicTest
16007,6,1,0,PublicTest
16008,6,1,2,PublicTest
16009,6,1,0,PublicTest
16010,6,1,0,PublicTest
16011,6,1,0,PublicTest
16012,6,1,0,PublicTest
16013,6,1,0,PublicTest
16014,6,1,0,PublicTest
16015,6,1,0,PublicTest
16016,6,1,0,PublicTest
16017,6,1,0,PublicTest
16018,6,1,0,PublicTest
16019,6,1,0,PublicTest
16020,6,1,1,PublicTest
16021,6,1,0,PublicTest
16022,6,1,0,PublicTest
16023,6,1,0,PublicTest
16024,6,1,2,PublicTest
16025,6,1,0,PublicTest
16026,6,1,0,PublicTest
16027,6,1,1,PublicTest
16028,6,1,0,PublicTest
16029,6,1,0,PublicTest
16030,6,1,0,PublicTest
16031,6,1,0,PublicTest
16032,6,1,0,PublicTest
16033,6,1,0,PublicTest
16034,6,1,0,PublicTest
16035,6,1,0,PublicTest
16036,6,1,0,PublicTest
16037,6,1,0,PublicTest
16038,6,1,0,PublicTest
16039,6,1,0,PublicTest
16040,6,1,0,PublicTest
16041,6,1,0,PublicTest
16042,6,1,0,PublicTest
16043,6,1,0,PublicTest
16044,6,1,0,PublicTest
16045,6,1,0,PublicTest
16046,6,1,0,PublicTest
16047,6,1,0,PublicTest
16048,6,1,0,PublicTest
16049,6,1,0,PublicTest
16050,6,1,0,PublicTest
16051,6,1,3,PublicTest
16052,6,1,0,PublicTest
16053,6,1,0,PublicTest
16054,6,1,0,PublicTest
16055,6,1,1,PublicTest
16056,6,1,1,PublicTest
16057,6,1,0,PublicTest
16058,6,1,0,PublicTest
16059,6,1,0,PublicTest
16060,6,1,0,PublicTest
16061,6,1,0,PublicTest
16062,6,1,0,PublicTest
16063,6,1,0,PublicTest
16064,6,1,0,PublicTest
16065,6,1,0,PublicTest
16066,6,1,0,PublicTest
16067,6,1,1,PublicTest
16068,6,1,0,PublicTest
16069,6,1,0,PublicTest
16070,6,1,0,PublicTest
16071,6,1,0,PublicTest
16072,6,1,0,PublicTest
16073,6,1,0,PublicTest
16074,6,1,0,PublicTest
16075,6,1,0,PublicTest
16076,6,1,0,PublicTest
16077,6,1,0,PublicTest
16078,6,1,0,PublicTest
16079,6,1,0,PublicTest
16080,6,1,0,PublicTest
16081,6,1,0,PublicTest
16082,6,1,1,PublicTest
16083,6,1,0,PublicTest
16084,6,1,0,PublicTest
16085,6,1,3,PublicTest
16086,6,1,0,PublicTest
16087,6,1,0,PublicTest
16088,6,1,0,PublicTest
16089,6,1,1,PublicTest
16090,6,1,0,PublicTest
16091,6,1,3,PublicTest
16092,6,1,0,PublicTest
16093,6,1,0,PublicTest
16094,6,1,0,PublicTest
16095,6,1,0,PublicTest
16096,6,1,0,PublicTest
16097,6,1,0,PublicTest
16098,6,1,0,PublicTest
16099,6,1,2,PublicTest
16100,6,1,0,PublicTest
16101,6,1,0,PublicTest
16102,6,1,0,PublicTest
16103,6,1,0,PublicTest
16104,6,1,2,PublicTest
16105,6,1,0,PublicTest
16106,6,1,0,PublicTest
16107,6,1,0,PublicTest
16108,6,1,0,PublicTest
16109,6,1,0,PublicTest
16110,6,1,0,PublicTest
16111,6,1,3,PublicTest
16112,6,1,0,PublicTest
16113,6,1,1,PublicTest
16114,6,1,0,PublicTest
16115,6,1,0,PublicTest
16116,6,1,0,PublicTest
16117,6,1,0,PublicTest
16118,6,1,0,PublicTest
16119,6,1,0,PublicTest
16120,6,1,0,PublicTest
16121,6,1,0,PublicTest
16122,6,1,0,PublicTest
16123,6,1,0,PublicTest
16124,6,1,0,PublicTest
16125,6,1,1,PublicTest
16126,6,1,2,PublicTest
16127,6,1,1,PublicTest
16128,6,1,0,PublicTest
16129,6,1,3,PublicTest
16130,6,1,0,PublicTest
16131,6,1,0,PublicTest
16132,6,1,0,PublicTest
16133,6,1,0,PublicTest
16134,6,1,3,PublicTest
16135,6,1,0,PublicTest
16136,6,1,0,PublicTest
16137,6,1,0,PublicTest
16138,6,1,0,PublicTest
16139,6,1,0,PublicTest
16140,6,1,0,PublicTest
16141,6,1,0,PublicTest
16142,6,1,0,PublicTest
16143,6,1,2,PublicTest
16144,6,1,1,PublicTest
16145,6,1,0,PublicTest
16146,6,1,0,PublicTest
16147,6,1,0,PublicTest
16148,6,1,0,PublicTest
16149,6,1,0,PublicTest
16150,6,1,0,PublicTest
16151,6,1,0,PublicTest
16152,6,1,0,PublicTest
16153,6,1,0,PublicTest
16154,6,1,0,PublicTest
16155,6,1,0,PublicTest
16156,6,1,0,PublicTest
16157,6,1,1,PublicTest
16158,6,1,0,PublicTest
16159,6,1,2,PublicTest
16160,6,1,2,PublicTest
16161,6,1,0,PublicTest
16162,6,1,0,PublicTest
16163,6,1,0,PublicTest
16164,6,1,2,PublicTest
16165,6,1,2,PublicTest
16166,6,1,0,PublicTest
16167,6,1,0,PublicTest
16168,6,1,0,PublicTest
16169,6,1,0,PublicTest
16170,6,1,1,PublicTest
16171,6,1,0,PublicTest
16172,6,1,0,PublicTest
16173,6,1,0,PublicTest
16174,6,1,0,PublicTest
16175,6,1,0,PublicTest
16176,6,1,0,PublicTest
16177,6,1,0,PublicTest
16178,6,1,0,PublicTest
16179,6,1,0,PublicTest
16180,6,1,0,PublicTest
16181,6,1,0,PublicTest
16182,6,1,0,PublicTest
16183,6,1,1,PublicTest
16184,6,1,0,PublicTest
16185,6,1,0,PublicTest
16186,6,1,0,PublicTest
16187,6,1,0,PublicTest
16188,6,1,2,PublicTest
16189,6,1,0,PublicTest
16190,6,1,0,PublicTest
16191,6,1,0,PublicTest
16192,6,1,0,PublicTest
16193,6,1,0,PublicTest
16194,6,1,0,PublicTest
16195,6,1,0,PublicTest
16196,6,1,2,PublicTest
16197,6,1,0,PublicTest
16198,6,1,0,PublicTest
16199,6,1,1,PublicTest
16200,6,1,0,PublicTest
16201,6,1,0,PublicTest
16202,6,1,0,PublicTest
16203,6,1,1,PublicTest
16204,6,1,1,PublicTest
16205,6,1,0,PublicTest
16206,6,1,0,PublicTest
16207,6,1,0,PublicTest
16208,6,1,0,PublicTest
16209,6,1,2,PublicTest
16210,6,1,0,PublicTest
16211,6,1,0,PublicTest
16212,6,1,0,PublicTest
16213,6,1,0,PublicTest
16214,6,1,0,PublicTest
16215,6,1,0,PublicTest
16216,6,1,0,PublicTest
16217,6,1,0,PublicTest
16218,6,1,0,PublicTest
16219,6,1,0,PublicTest
16220,6,1,0,PublicTest
16221,6,1,0,PublicTest
16222,6,1,0,PublicTest
16223,6,1,0,PublicTest
16224,6,1,0,PublicTest
16225,6,1,3,PublicTest
16226,6,1,0,PublicTest
16227,6,1,0,PublicTest
16228,6,1,0,PublicTest
16229,6,1,0,PublicTest
16230,6,1,0,PublicTest
16231,6,1,0,PublicTest
16232,6,1,0,PublicTest
16233,6,1,0,PublicTest
16234,6,1,0,PublicTest
16235,6,1,0,PublicTest
16236,6,1,2,PublicTest
16237,6,1,0,PublicTest
16238,6,1,0,PublicTest
16239,6,1,0,PublicTest
16240,6,1,0,PublicTest
16241,6,1,1,PublicTest
16242,6,1,0,PublicTest
16243,6,1,0,PublicTest
16244,6,1,0,PublicTest
16245,6,1,0,PublicTest
16246,6,1,3,PublicTest
16247,6,1,0,PublicTest
16248,6,1,0,PublicTest
16249,6,1,0,PublicTest
16250,6,1,0,PublicTest
16251,6,1,0,PublicTest
16252,6,1,2,PublicTest
16253,6,1,0,PublicTest
16254,6,1,0,PublicTest
16255,6,1,0,PublicTest
16256,6,1,0,PublicTest
16257,6,1,0,PublicTest
16258,6,1,0,PublicTest
16259,6,1,0,PublicTest
16260,6,1,0,PublicTest
16261,6,1,0,PublicTest
16262,6,1,0,PublicTest
16263,6,1,0,PublicTest
16264,6,1,0,PublicTest
16265,6,1,0,PublicTest
