Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
817,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
818,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,5
819,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5
820,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
822,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
826,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4
827,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
828,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
833,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,5
834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
835,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
836,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
837,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
838,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
844,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
845,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
847,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4
848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
850,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
859,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
860,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4
861,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
862,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
865,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
866,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
868,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
870,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
874,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
883,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
884,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
885,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
886,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
887,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
888,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
890,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
893,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4
894,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
895,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
896,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
903,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
904,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
905,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
906,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
907,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
910,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
914,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
915,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
920,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
923,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
924,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
926,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
927,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
928,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,5
929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
931,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
932,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
934,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
935,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
936,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
938,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
939,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
940,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4
941,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
944,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
947,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
948,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
949,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
955,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
956,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
957,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
959,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
963,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
964,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
965,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
966,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
967,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4
968,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
971,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4
972,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
973,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
979,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
982,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,5
983,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
984,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4
985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
990,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
995,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
1001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1002,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1005,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
1006,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1007,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4
1008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1011,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4
1012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1025,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4
1026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1027,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4
1028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1030,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
1031,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
1032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1037,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1038,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1041,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,5
1042,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1043,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
1044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1045,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1048,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1049,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
1053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,5
1056,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
1057,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1060,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1061,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1062,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1066,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1067,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1068,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4
1069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1070,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1071,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1072,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1073,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1080,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
1081,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1082,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1083,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1084,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1085,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1086,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
1089,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1092,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,4
1097,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1098,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1099,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1101,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1103,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,5
1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1107,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1110,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4
1111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1115,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1116,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4
1117,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4
1118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1119,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1127,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1128,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1130,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1132,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4
1133,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
1134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1146,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,5
1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
1149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1150,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1154,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
1157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1160,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1161,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
1164,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1168,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
1169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1172,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1174,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1178,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1181,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
1182,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,6
1191,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
1192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1193,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1200,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
1204,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1205,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1206,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1207,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,4
1210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1211,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
1212,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
