Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11
3817,0,0,1,0,1,0,0,0,0,0,1,2
3818,0,0,0,0,0,0,0,0,0,0,0,0
3819,1,0,0,0,0,0,0,1,0,0,1,2
3820,1,0,0,0,1,0,0,0,0,0,1,2
3821,1,0,0,0,1,1,0,0,0,0,2,3
3822,1,0,0,0,0,1,0,0,0,0,1,2
3823,1,0,0,0,1,0,0,0,0,0,1,2
3824,0,0,0,0,0,1,0,1,0,0,2,2
3825,0,0,0,0,0,0,0,0,0,0,0,0
3826,1,0,0,0,0,1,0,0,0,0,1,2
3827,0,0,0,0,0,1,0,1,0,0,2,2
3828,1,0,1,0,0,1,0,1,0,0,2,4
3829,1,0,0,0,0,1,0,1,0,0,2,3
3830,1,0,0,0,0,1,0,0,0,0,1,2
3831,1,0,0,0,0,0,0,1,0,0,1,2
3832,0,0,0,0,0,0,0,0,0,0,0,0
3833,1,0,1,0,0,1,0,0,0,0,1,3
3834,1,1,0,0,0,0,0,0,0,0,0,2
3835,1,0,0,0,0,1,0,1,0,0,2,3
3836,0,0,0,0,0,1,1,0,0,0,2,2
3837,1,0,1,0,1,0,1,1,0,0,3,5
3838,1,0,1,0,0,0,0,0,0,0,0,2
3839,0,0,0,0,0,0,0,0,0,0,0,0
3840,1,0,1,0,1,0,0,0,0,0,1,3
3841,0,0,0,0,1,1,0,0,0,0,2,2
3842,1,1,0,0,0,1,1,0,0,0,2,4
3843,0,0,0,0,1,0,0,0,0,0,1,1
3844,1,0,0,0,0,1,0,0,0,0,1,2
3845,0,0,0,0,1,0,0,0,0,0,1,1
3846,1,0,0,0,1,0,1,0,0,0,2,3
3847,0,0,0,0,0,0,0,0,0,0,0,0
3848,1,1,0,0,0,1,0,0,0,0,1,3
3849,0,0,0,0,0,0,0,0,0,0,0,0
3850,0,0,0,0,0,0,0,0,0,0,0,0
3851,0,0,0,0,1,0,1,1,0,0,3,3
3852,1,0,0,0,1,0,1,0,0,0,2,3
3853,1,0,0,0,1,0,0,1,0,0,2,3
3854,1,0,0,0,0,0,0,0,0,0,0,1
3855,1,0,0,0,0,0,0,1,0,0,1,2
3856,1,0,0,0,0,0,0,0,0,0,0,1
3857,1,0,1,0,0,0,0,0,0,0,0,2
3858,0,0,0,0,0,0,0,0,0,0,0,0
3859,0,0,0,0,0,0,0,0,0,0,0,0
3860,1,1,0,0,1,0,0,0,0,0,1,3
3861,1,0,1,0,1,0,0,0,0,0,1,3
3862,1,0,0,0,0,1,0,0,0,0,1,2
3863,0,0,0,0,0,1,0,0,0,0,1,1
3864,1,0,0,0,1,1,0,0,0,0,2,3
3865,1,0,0,0,1,1,0,0,0,0,2,3
3866,0,0,0,0,1,0,0,0,0,0,1,1
3867,1,0,1,0,1,0,0,0,0,0,1,3
3868,0,0,0,0,0,0,0,0,0,0,0,0
3869,1,0,1,0,0,0,0,0,0,0,0,2
3870,1,0,0,0,0,1,0,0,0,0,1,2
3871,0,0,0,0,1,0,0,0,0,0,1,1
3872,1,1,0,0,0,0,0,0,0,0,0,2
3873,1,0,0,0,1,0,0,0,0,0,1,2
3874,1,0,0,0,0,1,0,0,0,0,1,2
3875,0,1,0,0,0,1,0,0,0,0,1,2
3876,1,0,1,0,0,1,0,0,0,0,1,3
3877,0,0,0,0,0,0,0,0,0,0,0,0
3878,1,0,1,0,1,1,0,0,0,0,2,4
3879,0,0,1,0,0,0,0,1,0,0,1,2
3880,1,0,1,0,1,0,1,0,0,0,2,4
3881,1,0,0,0,0,0,0,1,0,0,1,2
3882,1,0,1,0,1,1,0,0,0,0,2,4
3883,0,0,0,0,1,0,0,0,0,0,1,1
3884,0,0,0,0,0,0,0,0,0,0,0,0
3885,0,0,0,0,1,0,0,0,0,0,1,1
3886,1,0,0,0,0,1,1,0,0,0,2,3
3887,1,0,0,0,1,1,0,0,0,0,2,3
3888,1,0,1,0,1,1,0,0,0,0,2,4
3889,0,0,1,0,1,0,0,0,0,0,1,2
3890,1,0,0,0,0,0,0,0,0,0,0,1
3891,0,0,0,0,0,1,0,0,0,0,1,1
3892,0,1,0,0,0,1,0,0,0,0,1,2
3893,0,0,0,0,0,1,1,0,0,0,2,2
3894,1,0,1,0,0,1,0,0,0,0,1,3
3895,1,0,0,0,0,1,0,1,0,0,2,3
3896,1,0,0,0,1,1,0,0,0,0,2,3
3897,0,0,0,0,1,1,0,0,0,0,2,2
3898,0,1,0,0,1,0,0,0,0,0,1,2
3899,0,0,0,0,0,0,0,0,0,0,0,0
3900,1,1,0,0,0,1,0,0,0,0,1,3
3901,0,0,0,0,0,0,0,0,0,0,0,0
3902,1,0,1,0,0,0,1,0,0,0,1,3
3903,1,0,0,0,1,1,0,0,0,0,2,3
3904,1,0,0,0,1,0,0,0,0,0,1,2
3905,0,0,0,0,0,0,0,0,0,0,0,0
3906,1,0,0,0,1,0,0,0,0,0,1,2
3907,0,0,0,0,0,1,0,0,0,0,1,1
3908,1,0,0,0,1,0,0,0,0,0,1,2
3909,0,0,0,0,0,0,0,0,0,0,0,0
3910,1,0,0,0,1,0,0,1,0,0,2,3
3911,1,0,0,0,1,0,0,0,0,0,1,2
3912,0,0,0,0,1,0,0,0,0,0,1,1
3913,0,0,0,0,1,1,0,0,0,0,2,2
3914,0,0,0,0,0,0,0,0,0,0,0,0
3915,1,0,0,0,0,1,0,0,0,0,1,2
3916,1,0,1,0,1,0,0,0,0,0,1,3
3917,1,0,1,0,0,1,0,0,0,0,1,3
3918,0,0,0,0,1,1,0,0,0,0,2,2
3919,1,0,1,0,1,0,0,0,0,0,1,3
3920,0,0,0,0,1,1,0,0,0,0,2,2
3921,1,0,0,0,1,0,0,0,0,0,1,2
3922,1,0,0,0,1,1,0,0,0,0,2,3
3923,1,0,0,0,0,1,0,1,0,0,2,3
3924,1,0,0,0,0,0,0,0,0,0,0,1
3925,1,0,1,0,1,0,0,0,0,0,1,3
3926,0,0,0,0,0,0,0,0,0,0,0,0
3927,1,0,0,0,1,0,0,0,0,0,1,2
3928,1,1,0,0,1,0,0,0,0,0,1,3
3929,1,0,1,0,0,1,0,0,0,0,1,3
3930,0,0,0,0,0,1,0,0,0,0,1,1
3931,1,0,0,0,0,1,0,0,0,0,1,2
3932,1,0,1,0,0,0,0,1,0,0,1,3
3933,0,0,0,0,0,0,0,0,0,0,0,0
3934,1,0,0,0,1,0,0,0,0,0,1,2
3935,1,0,0,0,0,1,0,0,0,0,1,2
3936,1,0,0,0,0,1,0,1,0,0,2,3
3937,0,0,0,0,0,0,1,1,0,0,2,2
3938,0,0,0,0,0,1,0,0,0,0,1,1
3939,0,0,0,0,0,0,0,0,0,0,0,0
3940,1,0,0,0,0,0,1,1,0,0,2,3
3941,1,0,0,0,0,1,0,1,0,0,2,3
3942,0,0,0,0,0,0,0,0,0,0,0,0
3943,1,0,0,0,1,0,0,0,0,0,1,2
3944,1,0,1,0,1,0,0,1,0,0,2,4
3945,0,1,0,0,0,0,0,1,0,0,1,2
3946,0,0,0,0,1,0,0,0,0,0,1,1
3947,1,0,1,0,0,0,0,1,0,0,1,3
3948,1,0,0,0,0,1,0,1,0,0,2,3
3949,0,0,0,0,0,0,0,0,0,0,0,0
3950,1,0,0,0,1,1,0,0,0,0,2,3
3951,1,0,0,0,1,0,1,1,0,0,3,4
3952,1,0,1,0,0,0,0,0,0,0,0,2
3953,1,0,0,0,1,0,0,0,0,0,1,2
3954,1,0,1,0,1,0,0,1,0,0,2,4
3955,1,0,0,0,0,1,0,1,0,0,2,3
3956,0,0,0,0,0,0,0,0,0,0,0,0
3957,0,0,0,0,1,0,0,0,0,0,1,1
3958,1,0,0,0,1,0,0,0,0,0,1,2
3959,0,0,0,0,0,0,1,0,0,0,1,1
3960,0,1,0,0,0,0,0,1,0,0,1,2
3961,1,0,1,1,0,1,1,0,0,0,2,5
3962,1,0,0,0,1,0,0,0,0,0,1,2
3963,1,0,0,0,1,0,0,0,0,0,1,2
3964,0,0,0,0,1,0,0,0,0,0,1,1
3965,0,0,0,0,0,0,0,0,0,0,0,0
3966,1,0,0,0,0,1,0,0,0,0,1,2
3967,0,0,0,0,0,1,0,0,0,0,1,1
3968,1,0,0,0,1,1,0,1,0,0,3,4
3969,1,0,0,0,1,0,0,0,0,0,1,2
3970,1,0,1,0,0,1,0,0,0,0,1,3
3971,1,0,0,0,1,0,0,0,0,0,1,2
3972,1,0,1,0,1,0,0,0,0,0,1,3
3973,1,0,0,0,0,1,0,1,0,0,2,3
3974,1,0,0,0,0,0,0,0,0,0,0,1
3975,1,0,0,0,0,0,0,0,0,0,0,1
3976,0,0,0,0,1,0,1,1,0,0,3,3
3977,1,0,1,0,1,1,0,0,0,0,2,4
3978,1,0,0,0,1,1,0,0,0,0,2,3
3979,1,0,0,0,0,0,0,0,0,0,0,1
3980,1,0,0,0,1,0,0,1,0,0,2,3
3981,0,0,0,0,0,1,0,1,0,0,2,2
3982,1,0,1,0,0,1,0,0,0,0,1,3
3983,1,0,0,0,0,0,0,1,0,0,1,2
3984,0,0,0,0,0,0,0,1,0,0,1,1
3985,1,0,0,0,0,0,0,1,0,0,1,2
3986,1,0,0,0,0,0,1,0,0,0,1,2
3987,1,0,0,0,1,0,0,0,0,0,1,2
3988,1,0,0,0,0,0,0,0,0,0,0,1
3989,1,0,0,0,1,0,0,0,0,0,1,2
3990,0,0,0,0,1,0,0,0,0,0,1,1
3991,1,0,0,0,0,0,0,0,0,0,0,1
3992,0,0,0,0,0,1,0,0,0,0,1,1
3993,0,0,0,0,0,0,0,0,0,0,0,0
3994,0,0,1,0,0,0,0,0,0,0,0,1
3995,0,0,1,0,0,0,1,0,0,0,1,2
3996,0,0,0,0,1,0,0,0,0,0,1,1
3997,1,0,0,0,1,0,0,0,0,0,1,2
3998,1,0,1,0,1,1,0,0,0,0,2,4
3999,0,0,1,0,0,1,0,0,0,0,1,2
4000,1,0,0,0,1,1,0,0,0,0,2,3
4001,1,0,0,0,0,1,0,0,0,0,1,2
4002,0,0,1,0,0,1,1,0,0,0,2,3
4003,0,0,0,0,0,1,1,0,0,0,2,2
4004,1,0,1,0,0,1,1,0,0,0,2,4
4005,0,0,0,0,1,0,0,0,0,0,1,1
4006,0,0,0,0,1,0,0,0,0,0,1,1
4007,1,0,0,0,1,0,0,0,0,0,1,2
4008,1,0,1,0,0,1,0,0,0,0,1,3
4009,0,0,0,0,0,0,0,0,0,0,0,0
4010,0,0,0,0,0,0,0,0,0,0,0,0
4011,1,0,1,0,0,0,0,0,0,0,0,2
4012,0,0,0,0,0,1,0,0,0,0,1,1
4013,1,0,0,0,1,0,0,1,0,0,2,3
4014,1,0,1,0,0,1,0,0,0,0,1,3
4015,1,0,1,0,0,1,0,0,0,0,1,3
4016,1,0,0,0,0,1,0,0,0,0,1,2
4017,1,0,0,0,0,1,0,0,0,0,1,2
4018,0,0,0,0,0,0,0,0,0,0,0,0
4019,1,0,1,0,0,1,0,0,0,0,1,3
4020,1,0,0,0,0,0,0,1,0,0,1,2
4021,0,0,0,0,0,0,0,0,0,0,0,0
4022,1,0,0,0,0,0,1,0,0,0,1,2
4023,1,0,0,0,1,1,0,0,0,0,2,3
4024,1,0,1,0,0,1,0,1,0,0,2,4
4025,0,0,0,0,0,1,0,0,0,0,1,1
4026,1,0,1,0,0,1,1,1,0,0,3,5
4027,1,0,0,0,1,0,0,1,0,0,2,3
4028,0,0,0,0,0,1,0,1,0,0,2,2
4029,1,0,0,0,0,1,0,0,0,0,1,2
4030,0,0,0,0,0,0,0,0,0,0,0,0
4031,0,0,0,0,0,0,0,1,0,0,1,1
4032,1,0,1,0,0,0,1,0,0,0,1,3
4033,0,0,0,0,0,0,0,0,0,0,0,0
4034,1,0,0,0,1,0,0,0,0,0,1,2
4035,0,0,1,0,0,1,0,1,0,0,2,3
4036,1,0,0,0,0,1,0,0,0,0,1,2
4037,1,1,0,0,1,0,0,0,0,0,1,3
4038,0,0,0,0,1,0,0,0,0,0,1,1
4039,0,0,0,0,1,1,0,0,0,0,2,2
4040,0,0,1,0,0,1,0,1,0,0,2,3
4041,1,0,1,0,0,1,1,0,0,0,2,4
4042,0,0,0,0,0,0,0,0,0,0,0,0
4043,0,0,0,1,1,0,0,0,0,0,1,2
4044,1,0,1,0,0,0,0,0,1,0,1,3
4045,0,0,0,0,1,0,0,0,0,0,1,1
4046,1,0,1,0,0,1,0,0,0,0,1,3
4047,1,0,0,0,0,0,0,0,0,0,0,1
4048,0,0,0,0,1,0,0,0,0,0,1,1
4049,0,0,0,0,0,1,0,0,0,0,1,1
4050,1,0,0,0,0,1,0,0,0,0,1,2
4051,0,0,1,0,0,1,0,1,0,0,2,3
4052,1,0,0,0,0,0,0,0,0,0,0,1
4053,1,0,1,0,0,1,0,1,0,0,2,4
4054,1,0,0,0,0,1,0,1,0,0,2,3
4055,1,0,0,0,1,1,0,0,0,0,2,3
4056,0,0,0,0,0,0,0,0,0,0,0,0
4057,0,0,0,0,1,0,0,0,0,0,1,1
4058,0,0,0,0,1,0,0,1,0,0,2,2
4059,1,0,0,0,1,0,1,0,0,0,2,3
4060,0,0,1,0,0,0,0,0,0,0,0,1
4061,1,0,0,0,1,1,0,0,0,0,2,3
4062,1,0,0,0,0,1,1,0,0,0,2,3
4063,0,0,0,0,0,0,0,0,0,0,0,0
4064,1,0,1,0,0,1,0,0,0,0,1,3
4065,0,0,1,0,1,0,0,0,0,0,1,2
